9736.27,2294.03,1361.42,2696.53,3823.24,3211.18,1325.13,3396.31,5356.43,1674.06,99.94,122.75,265.18,100.47,273.87,298.6,376.71,220.43,
9443.37,2264.61,1320.31,2691.01,3827.08,3153.94,1369.84,3399.21,5368.14,1676.43,102.09,123.21,266.09,98.68,272.98,297.38,375.4,217.62,
9369.5,2263.62,1261.03,2696.53,3818.63,3120.02,1359.43,3405.58,5383.36,1674.53,99.94,120.44,267.91,97.78,267.61,298.6,373.44,217.62,
9282.06,2255.78,1228.53,2697.46,3820.93,3103.77,1369.84,3410.21,5391.56,1675.48,101.01,120.44,268.83,96.88,267.61,297.38,371.48,216.68,
9038.39,2228.32,1188.37,2691.01,3815.56,3090.34,1429.23,3403.84,5414.98,1673.11,99.94,124.6,268.83,96.88,268.5,297.38,368.21,214.81,
9783.81,2296.97,1407.31,2689.16,3837.83,3185.74,1301.25,3383.57,5341.2,1677.85,101.01,119.52,264.27,99.57,277.45,298.6,377.36,220.43,
9599.58,2269.51,1230.44,2668.9,3802.5,3197.05,1374.12,3385.89,5340.03,1664.59,101.01,126.9,263.36,101.37,269.4,297.38,367.55,217.62,
8714.93,2197.91,1128.14,2685.48,3805.57,2982.92,1437.81,3404.42,5441.91,1669.33,101.01,119.52,267.0,92.4,264.92,297.38,364.28,211.05,
8785.39,2195.95,996.21,2682.72,3794.82,3018.97,1450.67,3404.42,5410.29,1664.59,99.94,122.29,266.09,94.19,260.45,297.38,357.74,211.99,
8397.4,2159.66,945.54,2678.11,3796.35,2992.82,1533.33,3406.74,5422.0,1664.59,101.01,126.9,264.27,93.3,272.08,296.17,353.17,208.24,
7588.31,2078.26,730.42,2671.66,3767.93,2852.19,1644.17,3411.95,5465.33,1659.38,99.94,126.9,267.0,88.81,264.03,293.73,340.74,202.61,
7669.82,2094.93,739.99,2675.35,3774.08,2835.93,1592.73,3410.21,5459.48,1662.7,101.01,122.29,266.09,87.02,259.55,294.95,340.74,203.55,
7376.06,2096.89,719.91,2719.57,3811.72,2823.21,1614.78,3460.02,5536.77,1679.27,101.01,122.75,270.65,85.22,255.97,297.38,343.36,203.55,
7126.46,2073.35,642.47,2725.09,3829.38,2762.44,1611.1,3466.39,5559.02,1695.37,102.09,119.52,272.47,82.53,250.6,298.6,339.43,202.61,
6959.21,2041.97,615.7,2714.04,3808.64,2737.7,1646.01,3458.29,5551.99,1687.32,99.94,120.91,271.56,82.53,251.5,297.38,336.16,200.74,
6959.21,2041.97,597.53,2714.04,3807.87,2734.17,1646.01,3457.13,5557.85,1689.68,99.94,120.44,271.56,82.53,251.5,297.38,334.85,200.74,
6870.06,2043.93,583.19,2724.17,3810.18,2702.37,1623.35,3467.55,5576.58,1691.58,102.09,117.21,272.47,80.74,248.81,297.38,334.85,200.74,
6749.51,2028.24,546.86,2720.49,3803.27,2668.45,1623.35,3460.02,5581.27,1690.16,101.01,115.83,272.47,79.84,246.13,297.38,332.24,199.8,
6777.52,2040.99,543.99,2728.78,3803.27,2650.07,1586.0,3464.08,5584.78,1690.63,99.94,112.14,273.38,78.94,242.55,298.6,332.24,200.74,
6701.11,2032.16,535.39,2732.46,3808.64,2652.19,1606.2,3466.97,5596.49,1693.0,101.01,113.52,273.38,78.94,241.65,297.38,331.58,200.74,
6455.75,1989.99,507.66,2720.49,3797.12,2622.51,1656.42,3460.6,5603.52,1689.68,99.94,114.91,273.38,78.05,244.34,296.17,328.31,198.86,
6469.34,1991.95,494.28,2714.96,3786.37,2572.34,1603.14,3450.76,5583.61,1686.37,101.01,109.37,272.47,76.25,238.97,297.38,327.01,197.92,
6878.55,2032.16,537.3,2704.83,3780.99,2632.41,1571.91,3441.49,5532.08,1682.58,99.94,110.29,270.65,78.94,244.34,297.38,330.28,199.8,
5455.64,1802.66,399.63,2680.87,3733.36,2440.9,1813.18,3432.8,5603.52,1670.75,98.86,116.29,274.29,73.56,242.55,293.73,313.27,190.42,
5020.95,1725.18,288.73,2675.35,3698.03,2274.82,1788.69,3412.53,5591.81,1679.27,98.86,106.6,273.38,69.07,231.81,292.51,293.0,187.6,
4764.56,1712.43,239.97,2660.61,3595.09,1944.09,1448.83,3374.88,5519.2,1673.59,95.64,75.22,272.47,57.41,180.79,290.07,270.11,184.79,
9682.78,2329.34,395.81,2764.71,3698.79,2659.97,932.62,3374.3,5533.26,1684.95,98.86,63.68,276.12,71.77,188.85,304.7,315.23,227.0,
6792.8,2041.97,347.05,2654.16,3621.21,2037.38,1022.63,3403.84,5471.19,1658.91,95.64,57.22,272.47,56.52,182.58,296.17,310.66,198.86,
3907.07,1650.64,241.88,2742.6,3676.52,1769.54,1428.01,3492.46,5697.2,1736.55,99.94,68.76,277.94,52.93,189.74,293.73,275.99,184.79,
5854.67,2021.37,311.67,2726.94,3676.52,1908.76,1007.32,3494.77,5621.08,1700.1,97.79,54.45,279.76,52.93,162.0,297.38,313.27,196.98,
6370.01,2081.2,283.95,2767.47,3688.04,1775.9,883.63,3431.06,5507.49,1706.73,98.86,44.3,277.03,48.44,151.26,297.38,308.04,202.61,
7099.29,2180.26,382.42,2804.32,3726.45,2020.42,906.28,3466.39,5578.93,1682.11,98.86,48.92,279.76,52.93,153.94,304.7,323.74,208.24,
6894.68,2140.05,374.77,2777.61,3682.66,1898.87,890.97,3434.54,5533.26,1679.74,97.79,46.15,277.94,51.13,149.47,303.48,321.77,206.36,
4932.66,1915.45,233.28,2746.28,3587.41,1559.66,879.95,3473.34,5544.97,1689.21,96.72,42.92,276.12,46.65,136.94,297.38,281.88,191.36,
4889.36,1903.68,236.15,2720.49,3602.0,1589.34,908.73,3465.24,5551.99,1691.58,95.64,44.76,275.2,47.54,142.31,294.95,284.5,189.48,
4579.48,1879.16,234.23,2737.07,3615.83,1575.2,924.65,3477.4,5589.47,1697.26,95.64,45.22,276.12,47.54,142.31,294.95,282.53,188.54,
4789.18,1908.58,242.84,2752.73,3636.57,1645.87,962.01,3484.35,5608.2,1698.68,97.79,48.45,277.94,48.44,146.78,296.17,288.42,189.48,
4532.78,1859.55,236.15,2752.73,3645.79,1625.38,992.63,3477.4,5608.2,1703.41,96.72,49.38,277.03,48.44,148.57,294.95,283.19,187.6,
4490.33,1853.66,234.23,2748.13,3640.41,1607.71,976.7,3477.98,5609.37,1703.89,96.72,47.99,276.12,47.54,146.78,294.95,282.53,187.6,
